Title,Description,Category,Ingredients,Time_prep,Time_cook,Preparation,Image URL
Hamburgers allégés en matières grasses,"De délicieux hamburgers allégés en matières grasses à déguster toute l’année, même si vous surveillez votre ligne et votre alimentation. Avec des recettes comme celle-ci, on se fait plaisir, et ce, en toute légèreté !Voir plusVoir moins",N/A,"{'Steak(s) haché(s) de boeuf 5% mg(': '4', 'Fromage blanc 0%': '80 g', 'Mozzarella': '1 boule', 'Pain': '4 boule', 'Tomate(s)': '2', 'Oignon(s)': '1', 'Salade verte': '8 feuilles', 'Cornichon(s)': '4', 'Moutarde': '1 c. à soupe', 'Ciboulette': 'Quelques brin(s)'}",Total :20 min,Total :20 min,"Étape 1Coupez les pains en 2 horizontalement.
Étape 2Lavez les tomates et coupez-les en fines rondelles.
Étape 3Lavez et essorez les feuilles de salade.
Étape 4Pelez l’oignon et hachez-le finement.
Étape 5Égouttez puis coupez la boule de mozzarelle en lamelles.
Étape 6Coupez les cornichons en rondelles.
Étape 7Faites chauffer une poêle antiadhésive. Quand la poêle est bien chaude, faites cuire les steaks quelques minutes sur chaque face, selon la cuisson que vous désirez (saignant, à point ou bien cuit).
Étape 8Pendant ce temps, préparez la sauce de vos hamburgers allégés en matières grasses : lavez, séchez et ciselez les brins de ciboulette. Dans un bol, mélangez le fromage blanc, la moutarde et la ciboulette ciselée.
Étape 9Montez ensuite vos hamburgers allégés en matières grasses : recouvrez 4 moitiés de pains à hamburgers de la sauce au fromage blanc et à la moutarde, puis déposez sur chacun : une feuille de salade, un steak haché, une rondelle de mozzarella, des rondelles de tomates et de cornichons puis de l’oignon haché.
Étape 10Terminez vos hamburgers allégés en matières grasses avec une feuille de salade avant de les refermer avec les 4 autres moitiés de pains à hamburgers.
Étape 11Servez aussitôt et dégustez bien chaud.","{'sources': [], 'image_principale': {'url': 'https://img.cuisineaz.com/660x495/2013/12/20/i49086-hamburgers-alleges.jpeg', 'alt': 'hamburgers allégés'}, 'fichiers_telecharges': ['images_tartiflette\\i49086-hamburgers-alleges.jpeg']}"
Tarte aux poireaux légère,"Une tarte au poireau légère agrémenté de lardons, ça vous dit ? Facile à réaliser, rapide cette très bonne recette à tous les atouts pour vous séduire. 
Elle peut être servie en entrée mais aussi en plat principal accompagnée d'une salade verte ou un potage.Voir plusVoir moins",Variantes,"{'Pâte(s) brisée(s)': '1', 'Lardons': '200 g', 'Poireau(x)': '1', 'Lait': '2 verre(s)', 'Beurre': '40 g', 'Farine': '2 c. à soupe', 'Coeur de bouillon ® MAGGI®': '1', 'Gruyère': ''}",Total :1 h 10 min,Total :1 h 10 min,"Étape 1Préchauffez le four à 200°C (th.7).
Étape 2Lavez, émincez le poireau et ajoutez-le dans la poêle. Couvrez et laissez cuire environ 5 min. En fin de cuisson, ajoutez la capsule de bouillon de volaille et mélangez jusqu'à la fonte du bouillon. Réservez.
Étape 3Dans une poêle, faites revenir les lardons dans un peu de beurre, faites-les dorer, remuez. Ajoutez la farine, laissez mijoter (comme pour faire une béchamel), ajoutez le lait et éteignez dès épaississement.
Étape 4Étalez la pâte brisée dans un moule à tarte et piquez la à l'aide d'une fourchette. Versez la préparation dans le fond de tarte, puis parsemez de gruyère râpé.
Étape 5Enfournez pendant 35 à 40 min.","{'sources': [], 'image_principale': {'url': 'https://img.cuisineaz.com/660x495/2013/12/20/i16695-tarte-aux-poireaux-legere.jpeg', 'alt': 'Tarte aux poireaux légère'}, 'fichiers_telecharges': ['images_tartiflette\\i16695-tarte-aux-poireaux-legere.jpeg']}"
Tarte aux courgettes minceur,"Cette recette de tarte aux courgettes minceur vous réconciliera avec les courgettes et en plus elle est allégée ! A base de légumes et de fromages allégée, elle est facile et simple à faire.Voir plusVoir moins",Variantes,"{'Pâte(s) brisée(s)': '1', 'Courgette(s)': '3', 'Fromage blanc 0%': '150 mg', 'Fromage râpé': '100 g', 'Œuf(s)': '2', 'Persil': '', 'Sel, poivre': ''}",Total :45 min,Total :45 min,"Étape 1Préchauffez le four à 180°C (th.6).
Étape 2Déroulez la pâte dans un moule et piquez-la à l’aide d’une fourchette. Précuisez-la à blanc pendant 10 à 15 min.
Étape 3Dans un saladier, mélangez les œufs, le fromage blanc et le persil. Salez et poivrez.
Étape 4Versez ce mélange sur le fond de tarte. Ajoutez les courgettes préalablement épluchées et coupées en fines rondelles. Saupoudrez de fromage râpé et mettez au four 30 min.
Étape 5Servez aussitôt.","{'sources': [], 'image_principale': {'url': 'https://img.cuisineaz.com/660x495/2018/02/15/i135788-.jpeg', 'alt': 'Tarte aux courgettes minceur'}, 'fichiers_telecharges': ['images_tartiflette\\i135788-.jpeg']}"
Pizza légère aux légumes,"On vous propose une recette facile et rapide de pizza légère à base de légumes, de sauce tomate et sans matières grasses. Parfaite pour tenir la ligne, on peut désormais se faire plaisir avec une pizza croustillante. Autant en profiter !Voir plusVoir moins",Variantes,"{'Pâte à pizza': '1', 'Courgette(s)': '1', 'Tomate(s)': '2', 'Champignon(s)': '3', 'Aubergine(s)': '1', 'Oignon(s)': '2', 'Concentré de tomates': '3 c. à soupe', 'Gruyère râpé': '30 g', 'Vin blanc': '2 c. à soupe', 'Origan': '', 'Herbes de provence': '', 'Sel poivre': ''}",Total :40 min,Total :40 min,"Étape 1Préchauffez votre four th.6 (180 °C). Lavez les légumes et séchez-les. Sur une planche à découper, prenez les oignons et les tomates puis coupez-les en rondelles. Coupez ensuite l'aubergine et la courgette en fines lamelles à l'aide d'un économe. Émincez les champignons. Faites revenir le tout à la poêle quelques minutes avec 2 c. à soupe de vin blanc. Salez, poivrez puis ajoutez les fines herbes et l'origan.
Étape 2Déroulez la pâte à pizza et étalez-la sur un moule à tarte recouvert de papier sulfurisé. Piquez-la avec une fourchette. Badigeonnez cette pâte de concentré de tomates ou de coulis de tomates puis disposez-y les légumes. Enfin, ajoutez le fromage râpé.
Étape 3Enfournez et laissez cuire 20 min à 180° (th.6) tout en surveillant la cuisson. Servez accompagné d'une salade.","{'sources': [], 'image_principale': {'url': 'https://img.cuisineaz.com/660x495/2018/02/28/i136025-pizza-legere.jpeg', 'alt': 'pizza legere'}, 'fichiers_telecharges': ['images_tartiflette\\i136025-pizza-legere.jpeg']}"
Sandwich diététique,"Cette recette du sandwich diététique va en faire craquer plus d'un. Le pain suédois qui le compose est le roi des pains en matière de régime. Sa valeur calorique est si faible qu'on n'aura plus peur de prendre un sandwich pendant sa pause déjeuner. Si en plus vous pensez manquer de temps, cette recette se réalise en à peine dix minutes. Rien de bien compliqué.Voir plusVoir moins",N/A,"{'Pain suédois': '2 tranche(s)', 'Fromage blanc 0%': '50 g', ""Jaune(s) d'œuf(s)"": '1', 'Carotte(s)': '1', 'Tomate(s)': '0,5', 'Salade': 'Quelques feuilles', 'Vinaigre': '1 c. à café', 'Jus de citron': '', 'Persil': '', 'Sel, poivre': ''}",Total :10 min,Total :10 min,"Étape 1Dans un saladier, mixer le jaune d'œuf avec le fromage blanc sans matières grasses. Ajoutez un filet de vinaigre et battez pour obtenir une mayonnaise allégée. Salez, poivrez et saupoudrez de persil.
Étape 2Épluchez la carotte, râpez-la et mettez-y du citron. Lavez la tomate puis coupez-la en rondelles. Lavez et essorez les feuilles de salade.
Étape 3Faites griller les tartines de pain suédois. Nappez une tranche de pain grillée de mayonnaise allégée, puis mettez-y des carottes râpées, de la salade et des rondelles de tomates. Recouvrez d'une tranche de pain grillée non tartinée. Servez.","{'sources': [], 'image_principale': {'url': 'https://img.cuisineaz.com/660x495/2018/01/30/i135335-sandwich-dietetique-legumes.jpeg', 'alt': 'sandwich diététique légumes'}, 'fichiers_telecharges': ['images_tartiflette\\i135335-sandwich-dietetique-legumes.jpeg']}"
Quiche légère à la mozzarella et ratatouille,"Une quiche légère à la mozzarella, voici un plat économique de tous les jours. Composée de reste de ratatouille de légume avec de la mozzarella et du gruyère râpé, c'est une recette facile à réaliser. Vous pourrez ainsi l'accompagner d'un filet de poisson ou de volaille pour avoir un repas complet pour toute la famille.Voir plusVoir moins",Variantes,"{'Pâte(s) feuilletée(s)': '1 rouleau', 'Boule de mozzarella': '1', 'Gruyère râpé': '1 poignée(s)', 'Reste de ratatouille': '', 'Crème légère': '20 cl', 'Œuf(s)': '3', 'Sel, poivre': ''}",Total :45 min,Total :45 min,"Étape 1Préchauffez le four à 190°C (th.6-7).
Étape 2Prenez un moule à tarte puis, déroulez-y la pâte feuilletée. Puis sur votre planche de cuisine, découpez la mozzarella en dés avec un couteau après l'avoir égoutté. Réservez. Versez les restes de ratatouille sur le fond de pâte, puis ajoutez les dés de mozzarella sur le dessus de la quiche.
Étape 3Cassez les œufs dans un saladier. Ajoutez la crème légère et battez-les pour constituer l'appareil à quiche. Assaisonnez avec du sel et du poivre selon votre goût. Versez ce mélange sur la ratatouille et la mozzarella. Et finissez par parsemer du gruyère râpé sur le dessus de la quiche pour la gratiner.
Étape 4Enfournez le tout pendant 30 min. Une fois la cuisson terminée, servez une part de quiche avec de la salade ou une source de proteine comme de la volaille ou du poisson.","{'sources': [], 'image_principale': {'url': 'https://img.cuisineaz.com/660x495/2015/07/14/i76119-quiche-legere-a-la-mozzarella-et-ratatouille.jpg', 'alt': 'Quiche légère à la mozzarella et ratatouille'}, 'fichiers_telecharges': ['images_tartiflette\\i76119-quiche-legere-a-la-mozzarella-et-ratatouille.jpg']}"
Carrot cake light,"Le carrot cake est LE gâteau qui, servi avec un bon thé ou un bon café fumant, apporte du réconfort les jours de grand froid. Petits et grands apprécieront à coup sûr cette recette de carrot cake light, ultra moelleux et super gourmand ! Avec ou sans glaçage, choisissez la version de cette recette minceur qui vous convient le mieux... ou testez les deux !Voir plusVoir moins",Variantes,"{'Carotte(s)': '350 g', 'Farine': '200 g', 'Œuf(s)': '3', 'Cerneaux de noix': '80 g', 'Carré frais': '70 g', 'Cassonade': '70 g', ""Poudre d'amandes"": '40 g', 'Beurre': '50 g', 'Levure chimique': '1 Sachet', 'Gingembre frais': '15 g', 'Mélange 4 épices': '0,5 c. à café', 'Cannelle en poudre': '0,5 c. à café', 'Sel': '1 pincée(s)', 'Fromage à tartiner': '150 g', 'Sucre glace': '50 g', 'Citron(s)': '1'}",Total :1 h,Total :1 h,"Étape 1Préchauffez le four à th.6 (180°C).
Étape 2Épluchez et râpez les carottes ainsi que le gingembre.
Étape 3Dans un saladier, mélangez le beurre, le fromage frais, la cassonade, les épices et le sel. Ajoutez les œufs, les noix, la poudre d’amande, la farine, la levure chimique, les carottes râpées et le gingembre. Mélangez bien à l'aide d'un fouet pour obtenir une pâte homogène.
Étape 4Versez l'appareil dans un moule à gâteau à charnière que vous aurez recouvert de papier sulfurisé. Enfournez pendant 50 min à 1 heure.
Étape 5Laissez refroidir le gâteau puis préparez le glaçage en mélangeant le fromage frais, le sucre glace et le zeste de citron. Recouvrez le gâteau avec cette préparation et laissez durcir le glaçage avant de servir.","{'sources': [], 'image_principale': {'url': 'https://img.cuisineaz.com/660x495/2018/01/18/i135143-carrot-cake-light-jpg.jpeg', 'alt': 'Carrot cake light.jpg'}, 'fichiers_telecharges': ['images_tartiflette\\i135143-carrot-cake-light-jpg.jpeg']}"
Gâteau léger au chocolat,"Pour faire plaisir aux enfants et aux parents, rien de plus délicieux que ce gâteau léger au chocolat. Facile et rapide à réaliser, cette recette comblera tout le monde aussi bien pour le goûter que le petit déjeuner. Super moelleux, ce gâteau au chocolat s'accompagne parfaitement d'une petite tasse de thé ou d'un bon chocolat chaud. Faites vous plaisir le temps d'un dessert.Voir plusVoir moins",Variantes,"{'Chocolat pâtissier': '150 g', 'Œuf(s)': '4', 'Farine': '50 g', 'Maïzena': '50 g', 'Sucre roux': '100 g', 'Beurre mou': '80 g', 'Levure chimique': '2 c. à café', 'Sel': '1 pincée(s)'}",Total :50 min,Total :50 min,"Étape 1Préchauffez le four à 200° (th.7). Faites fondre le chocolat coupé en morceaux avec le beurre mou dans une casserole au bain-marie. Quand le chocolat est fondu, réservez.
Étape 2Cassez les oeufs et séparez les blancs des jaunes. Dans un saladier, battez les jaunes d'oeufs avec le sucre roux jusqu'à ce que le mélange blanchisse. Puis, incorporer la farine, la maïzena et la levure chimique. Mélangez bien le tout pour éviter les grumeaux. Prenez un fouet pour monter les blancs en neige ferme avec une pincée de sel. Incorporez-les délicatement à la préparation. Ajoutez ensuite le chocolat fondu et mélangez de nouveau jusqu'à obtenir une pâte à gâteau homogène.
Étape 3Dans un moule beurré, verser la pâte à gâteau et enfournez le gâteau au chocolat. Laissez cuire pendant 35 min à 180° (th.6) jusqu'à que le gâteau léger au chocolat soit bien gonflé. Vérifiez la cuisson avec la pointe d’un couteau. Elle doit ressortir propre et sèche à la fin de la cuisson. Sortez ensuite le gâteau et démoulez-le sur un plat à service. Servez tiède.","{'sources': [], 'image_principale': {'url': 'https://img.cuisineaz.com/660x495/2016/03/17/i22509-gateau-leger-au-chocolat.jpg', 'alt': 'gateau leger au chocolat'}, 'fichiers_telecharges': ['images_tartiflette\\i22509-gateau-leger-au-chocolat.jpg']}"
Patates douces au four,"Vous recherchez une recette salée simple, rapide, réconfortante et healthy ? La patate douce au four coche toutes les cases. Simplement coupée en deux, elle est arrosée d'un mélange de jus de citron, d'huile d'olive et de piment de Cayenne qui vient réveiller sa douce sucrosité. En plus, elle fait le plein de bêta-carotène et de glucides à IG bas : une alliée pour garder la patate (tout en changeant de la pomme de terre) !Voir plusVoir moins",Variantes,"{'Patate(s) douce(s)': '4', ""Huile d'olive"": '2 c. à soupe', 'Persil': '1 botte(s)', 'Jus de citron': '1 filet', 'Piment de cayenne': '1 pincée(s)', 'Sel': '1 pincée(s)', 'Poivre': '1 pincée(s)'}",Total :55 min,Total :55 min,"Étape 1Préchauffez le four th.6 (180°). Brossez les patates douces sous l'eau. Coupez-les en deux, quadrillez la chair avec un couteau et déposez-les dans un plat allant au four, chair vers le haut.
Étape 2Lavez et essorez le persil puis hachez-le finement. Dans un bol, versez l'huile d'olive, ajoutez le persil haché, le piment de Cayenne en poudre ainsi que le jus de citron. Mélangez bien et versez en répartissant sur les patates douces. Salez et poivrez.
Étape 3Enfournez pour 40-45 min. Servez les patates douces bien chaudes dès la sortie du four.","{'sources': [], 'image_principale': {'url': 'https://img.cuisineaz.com/660x495/2013/12/20/i16921-patates-douces-au-four.jpeg', 'alt': 'Patate douce au four'}, 'fichiers_telecharges': ['images_tartiflette\\i16921-patates-douces-au-four.jpeg']}"
Soupe mange graisse au chou,"Besoin de perdre du poids ? Voici une délicieuse recette detox, la soupe mange graisse au chou. Vous n'en croyez pas vos yeux ? C'est pourtant vrai. Le chou est un aliment sain et diurétique, il est donc un excellent brûle graisse pour ceux en perte de poids. Mangez cette soupe mange graisse pendant une semaine et vous verrez la différence. En plus d'être composée seulement de légumes riches en fibres et vitamines, cette recette de soupe est sans matière grasse pour une perte de poids assurée !Voir plusVoir moins",Variantes,"{'Chou blanc': '1', 'Céleri': '1 branche(s)', 'Carotte(s)': '3', 'Oignon(s)': '2', 'Gingembre': '10 g', 'Bouillon de légumes': '1 cube(s)', 'Eau': '2 l'}",Total :1 h 10 min,Total :1 h 10 min,"Étape 1Lavez le chou puis faites-le blanchir dans l'eau bouillante 2 à 3 min. Sortez-le et plongez-le dans l'eau froide pour qu'il conserve sa couleur. Laissez-le ensuite refroidir. Pendant ce temps, Lavez le céleri puis coupez-le en petits morceaux. Épluchez les carottes puis lavez-les et coupez-les en fines rondelles. Épluchez les oignons et émincez-les. Pelez le gingembre et râpez-le finement avec une Microplane ou à la mandoline.
Étape 2Remplissez d'eau une marmite puis ajoutez le bouillon de légumes. Faites fondre le cube de bouillon à feu doux. Lorsqu'il est fondu, ajoutez tous les ingrédients pour réaliser la soupe au chou puis mélangez doucement. Laissez mijoter ensuite 1 heure à couvert pour ne pas perdre les arômes.
Étape 3À la fin de la cuisson, versez la soupe aux choux à l'aide d'une louche dans un bol de soupe puis servez immédiatement.","{'sources': [], 'image_principale': {'url': 'https://img.cuisineaz.com/660x495/2018/03/22/i139021-soupe-au-chou-brule-graisse.jpeg', 'alt': 'soupe au chou brûle graisse'}, 'fichiers_telecharges': ['images_tartiflette\\i139021-soupe-au-chou-brule-graisse.jpeg']}"
Poulet basquaise au Cookeo,"Le poulet basquaise, une recette traditionnelle qui va régaler toute votre petite famille. Vous pouvez faire cette recette Cookeo toute l’année, en hiver pour vous réchauffer ou en été pour profiter de toutes ses saveurs du sud ! Grâce à sa cuisson rapide, vous obtiendrez un repas succulent en un rien de temps. Du poulet, des poivrons, des tomates, un oignon, de l’ail, du vin blanc, un bouillon de volaille, un bouquet garni et c’est parti !Voir plusVoir moins",Variantes,"{'Cuisses de poulet': '4', 'Poivron(s) rouge(s)': '1', 'Poivron(s) vert(s)': '1', 'Poivron(s) jaune(s)': '1', 'Tomate(s) fraîche(s)': '200 g', 'Oignon(s)': '1', 'Ail': '2 gousse(s)', 'Vin blanc': '10 cl', 'Volaille': '1 cube(s)', 'Eau': '100 ml', 'Bouquet(s) garni(s)': '1', ""Huile d'olive"": '2 c. à soupe', 'Sel poivre': ''}",Total :28 min,Total :28 min,"Étape 1Épluchez puis émincez l’oignon et hachez les gousses d'ail. Lavez et coupez les tomates en dés puis lavez et coupez les poivrons en lamelles. Diluez le cube de volaille dans l’eau.
Étape 2Ensuite, mettez l’huile d’olive et le poulet dans la cuve du Cookeo puis faites revenir pendant 5 min en mode dorer.
Étape 3Ajoutez l’oignon, les tomates, l’ail et les poivrons, le bouillon de volaille, le vin blanc, le bouquet garni, salez, poivrez, puis programmez 13 min en cuisson sous pression.","{'sources': [], 'image_principale': {'url': 'https://img.cuisineaz.com/660x495/2017/07/17/i130782-poulet-basquaise-au-cookeo.jpeg', 'alt': 'poulet basquaise au Cookeo'}, 'fichiers_telecharges': ['images_tartiflette\\i130782-poulet-basquaise-au-cookeo.jpeg']}"
Pancakes sans beurre,"Ces pancakes sans beurre se dégustent autant chauds que tièdes ou froids, avec de la confiture, du sucre, ou tout autre accompagnement de votre choix. Même si la meilleure façon reste quand même de dévorer vos pancakes nappés de sirop d'érable ! Impressionnez vos amis ou votre famille le temps d'un dessert avec cette recette de pancakes délicieuse et gourmande, sans beurre. Il est enfin temps de se faire plaisir grâce à une recette avec 0% de matières grasses. Même au régime, un peu de gourmandise ne vous fera que du bien !Voir plusVoir moins",N/A,"{'Farine de blé': '150 g', 'Lait': '20 cl', 'Œuf(s) entier(s)': '2', 'Levure chimique': '0,5 Sachet', 'Sucre en poudre': '1 c. à soupe', 'Huile de tournesol': '1 c. à soupe', 'Sel fin': '1 pincée(s)'}",Total :20 min,Total :20 min,"Étape 1Dans un saladier, tamisez la farine de blé puis ajoutez la levure chimique, la pincée de sel et le sucre en poudre. Mélangez tous les ingrédients ensemble à l'aide d'une cuillère en bois. Creusez ensuite un puits au centre puis cassez-y les œufs dedans. Mélangez à nouveau pour incorporer les œufs à la pâte à pancakes sans beurre. Puis, délayez-la avec le lait sans cesser de mélanger. Utilisez ensuite un fouet pour bien mélanger la préparation jusqu'à obtenir une pâte lisse et sans grumeaux. Couvrez alors votre saladier de papier cellophane et laissez reposer 30 min à température ambiante.
Étape 2Huilez légèrement une poêle puis faites-la chauffer à feu moyen. Lorsque la poêle est chaude, versez à l'aide d'une petite louche, la pâte à pancake en plusieurs ronds. Faites cuire 1 min les pancakes avant de les retourner. Les pancakes doivent être bien dorés de chaque côté et former de petites bulles à la surface.
Étape 3Versez vos pancakes réalisés dans une assiette puis servez-les encore tièdes pour que ce soit meilleur. Conservez vos pancakes sans beurre non dégustés au réfrigérateur dans une boîte hermétique ou un plat couvert de papier cellophane.","{'sources': [], 'image_principale': {'url': 'https://img.cuisineaz.com/660x495/2013/12/20/i14562-pancakes-sans-beurre.jpeg', 'alt': 'Pancakes sans beurre'}, 'fichiers_telecharges': ['images_tartiflette\\i14562-pancakes-sans-beurre.jpeg']}"
Cuisses de poulet et légumes rôtis au four,"Voilà un bon petit plat équilibré qui plaira à tous : les cuisses de poulet au four et ses légumes rôtis. De la volaille bien grillée, cuite au four avec des tomates, des oignons, des poivrons vert et rouge, du romarin, et juste un filet d'huile d'olive. Une belle idée de repas, pleine de saveurs et de couleurs, qui mettra de la bonne humeur autour de la table. Servez ce plat seul, ou accompagné d'une petite timbale de riz basmati, c'est un régal ! Bon appétit :)Voir plusVoir moins",Variantes,"{'Cuisses de poulet': '4', 'Tomate(s)': '2', 'Poivron(s) rouge(s)': '1', 'Poivron(s) vert(s)': '1', 'Oignon(s)': '2', 'Romarin': '2 Branches', ""Huile d'olive"": '3 c. à soupe', 'Eau': '1 verre(s)', 'Sel poivre du moulin': ''}",Total :55 min,Total :55 min,"Étape 1Préchauffez le four à th.7 (210°C). Préparez les légumes : nettoyez, épépinez et coupez les poivrons en lamelles. Pelez et coupez les oignons en rondelles. Nettoyez et coupez les tomates en quartiers.
Étape 2Salez et poivrez les cuisses de poulet puis déposez-les dans un plat à four.
Étape 3Ajoutez les légumes et le romarin sur le dessus. Arrosez d’huile d’olive puis versez un verre d’eau dans le fond du plat pour éviter que les légumes n'attachent.
Étape 4Enfournez pendant 20 min, puis retournez les cuisses. Faites cuire à nouveau pendant 20 min. Lorsque la volaille et les légumes sont bien dorés, sortez le plat du four et dégustez bien chaud.","{'sources': [], 'image_principale': {'url': 'https://img.cuisineaz.com/660x495/2015/08/03/i74004-cuisses-de-poulet-et-legumes-d-ete-rotis-au-four.jpg', 'alt': 'Menu Batch Cooking du 26 août au 30 août'}, 'fichiers_telecharges': ['images_tartiflette\\i74004-cuisses-de-poulet-et-legumes-d-ete-rotis-au-four.jpg']}"
Sauce light au fromage et ses légumes en apéro,"Pour un apéritif léger, pensez à cette sauce au fromage blanc accompagnée de légumes crus, à décliner à l'infini. 
La sauce peut aussi être servie pour une entrée de crudités.Voir plusVoir moins",Variantes,"{'Fromage blanc 0%': '200 g', 'Concombre(s)': '1', 'Carotte(s)': '3', 'Tomate(s) cerise(s)': '20', 'Échalote(s)': '1', 'Vinaigre de vin': '1 c. à soupe', 'Moutarde forte': '1 c. à café', 'Persil hâché': '1 c. à café', 'Ciboulette': '1 c. à café', 'Sel poivre': ''}",Total :10 min,Total :10 min,"Étape 1Épluchez l’échalote et hachez la finement. Dans un saladier, mettez le fromage blanc. Ajoutez-y la moutarde, le vinaigre, le persil, la ciboulette et l'échalote hachée. Mélangez bien puis, salez et poivrez cette sauce selon votre goût. Laissez-la reposer dans le réfrigérateur.
Étape 2Lavez les légumes. Pelez le concombre et les carottes puis, découpez-les en bâtonnets. Laissez les tomates cerises entières.
Étape 3Servez au même moment les légumes et la sauce dans des récipients distincts.","{'sources': [], 'image_principale': {'url': 'https://img.cuisineaz.com/660x495/2018/03/19/i137279-sauce-light-au-fromage-et-ses-legumes-en-apero.jpeg', 'alt': 'Sauce light au fromage et ses légumes en apéro'}, 'fichiers_telecharges': ['images_tartiflette\\i137279-sauce-light-au-fromage-et-ses-legumes-en-apero.jpeg']}"
Escalopes de dinde minceur aux champignons,"Une recette minceur avec de l'escalope de dinde et une crème de champignon à la crème fraîche 0% : testez cet incontournable délicieux, facile et rapide à réaliser pour se régaler au quotidien. Vous pourrez l'accompagner avec des pommes de terre ou du riz complet par exemple.Voir plusVoir moins",Variantes,"{'Escalope(s) de dinde': '6', 'Champignon(s) de paris': '500 g', 'Crème fraîche 0%': '15 cl', 'Beurre allégé': '20 g', 'Ciboulette': '1 bouquet(s)', ""Huile d'olive"": '2 c. à soupe', 'Coeur de bouillon ® MAGGI®': '1', 'Sel poivre': ''}",Total :45 min,Total :45 min,"Étape 1Nettoyez les champignons et coupez-les en quatre. Ciselez la ciboulette.
Étape 2Faites chauffer l’huile d'olive dans une sauteuse, mettez-y les champignons et faites-les sauter à feu vif. Salez et poivrez, parsemez de la moitié de la ciboulette, ajoutez la crème fraîche. Mélangez et laissez cuire sur feu très doux.
Étape 3Pendant ce temps, faites fondre le beurre dans une poêle, déposez les escalopes de dinde et faites-les dorer à feu vif des deux cotés. Baissez le feu et prolongez la cuisson 15 min en retournant régulièrement les escalopes. En fin de cuisson, ajoutez 1 capsule de CŒUR DE BOUILLON® MAGGI® Volaille dégraissée et laissez fondre la capsule.
Étape 4Répartissez les champignons dans les assiettes, ajoutez les escalopes, nappez de sauce et parsemez le tout de la ciboulette restante et servez aussitôt.","{'sources': [], 'image_principale': {'url': 'https://img.cuisineaz.com/660x495/2018/02/05/i135476-recette-escaloppe-dinde-champignon.jpeg', 'alt': 'recette-escaloppe-dinde-champignon'}, 'fichiers_telecharges': ['images_tartiflette\\i135476-recette-escaloppe-dinde-champignon.jpeg']}"
